date,city,counts
2021-10-18,London-1,3
2021-10-18,London-2,1
2021-10-19,London-1,3
2021-10-19,London-2,5
2021-10-20,London-1,4
2021-10-20,London-2,4
2021-10-21,London-1,7
2021-10-21,London-2,4
2021-10-22,London-1,5
2021-10-22,London-2,8
2021-10-23,London-1,1
2021-10-23,London-2,1
2021-10-24,London-1,1
2021-10-24,London-2,3
2021-10-25,London-1,8
2021-10-25,London-2,5
2021-10-26,London-1,1
2021-10-26,London-2,3
2021-10-27,London-1,2
2021-10-27,London-2,2
2021-10-28,London-1,6
2021-10-28,London-2,6
2021-10-29,London-1,11
2021-10-29,London-2,8
2021-10-30,London-1,1
2021-10-30,London-2,6
2021-10-31,London-1,1
2021-10-31,London-2,3
2021-11-01,London-1,3
2021-11-01,London-2,1
2021-11-02,London-1,1
2021-11-02,London-2,2
2021-11-03,London-1,2
2021-11-03,London-2,3
2021-11-04,London-1,5
2021-11-04,London-2,2
2021-11-05,London-1,7
2021-11-05,London-2,10
2021-11-06,London-1,9
2021-11-06,London-2,4
2021-11-08,London-1,3
2021-11-08,London-2,2
2021-11-09,London-1,4
2021-11-09,London-2,3
2021-11-10,London-1,6
2021-11-10,London-2,3
2021-11-11,London-1,6
2021-11-11,London-2,8
2021-11-12,London-1,3
2021-11-12,London-2,7
2021-11-13,London-1,5
2021-11-13,London-2,2
2021-11-14,London-1,9
2021-11-14,London-2,3
2021-11-15,London-1,11
2021-11-15,London-2,6
2021-11-16,London-1,8
2021-11-16,London-2,9
2021-11-17,London-1,5
2021-11-17,London-2,7
2021-11-18,London-1,6
2021-11-18,London-2,10
2021-11-19,London-1,5
2021-11-19,London-2,10
2021-11-20,London-1,4
2021-11-20,London-2,5
2021-11-21,London-2,4
2021-11-22,London-1,6
2021-11-22,London-2,7
2021-11-23,London-1,2
2021-11-23,London-2,4
2021-11-24,London-2,5
2021-11-25,London-1,4
2021-11-25,London-2,5
2021-11-26,London-1,10
2021-11-26,London-2,4
2021-11-27,London-1,2
2021-11-27,London-2,2
2021-11-28,London-1,1
2021-11-28,London-2,1
2021-11-29,London-1,5
2021-11-29,London-2,2
2021-11-30,London-1,6
2021-11-30,London-2,5
2021-12-01,London-1,8
2021-12-01,London-2,5
2021-12-02,London-1,11
2021-12-02,London-2,10
2021-12-03,London-1,20
2021-12-03,London-2,2
2021-12-04,London-1,3
2021-12-04,London-2,2
2021-12-05,London-1,1
2021-12-05,London-2,2
2021-12-06,London-1,5
2021-12-06,London-2,5
2021-12-07,London-1,1
2021-12-07,London-2,6
2021-12-08,London-1,2
2021-12-08,London-2,4
2021-12-09,London-1,6
2021-12-09,London-2,1
2021-12-10,London-1,8
2021-12-10,London-2,6
2021-12-11,London-1,4
2021-12-11,London-2,4
2021-12-12,London-1,1
2021-12-12,London-2,1
2021-12-13,London-1,1
2021-12-13,London-2,5
2021-12-14,London-1,4
2021-12-14,London-2,7
2021-12-15,London-1,6
2021-12-15,London-2,3
2021-12-16,London-1,9
2021-12-16,London-2,8
2021-12-17,London-1,4
2021-12-17,London-2,6
2021-12-18,London-1,5
2021-12-18,London-2,4
2021-12-19,London-1,1
2021-12-19,London-2,4
2021-12-20,London-1,3
2021-12-20,London-2,3
2021-12-21,London-1,1
2021-12-21,London-2,4
2021-12-22,London-1,4
2021-12-22,London-2,7
2021-12-23,London-1,4
2021-12-23,London-2,4
2021-12-24,London-1,3
2021-12-24,London-2,4
2021-12-25,London-1,1
2021-12-25,London-2,1
2021-12-26,London-1,2
2021-12-26,London-2,2
2021-12-27,London-2,2
2021-12-28,London-1,2
2021-12-28,London-2,1
2021-12-29,London-1,1
2021-12-29,London-2,2
2021-12-30,London-1,2
2021-12-30,London-2,4
2021-12-31,London-1,3
2021-12-31,London-2,7
2022-01-01,London-1,1
2022-01-01,London-2,2
2022-01-02,London-2,4
2022-01-03,London-2,1
2022-01-04,London-2,2
2022-01-05,London-2,6
2022-01-06,London-2,2
2022-01-07,London-2,6
2022-01-08,London-2,1
2022-01-09,London-2,1
2022-01-10,London-1,4
2022-01-10,London-2,4
2022-01-11,London-1,1
2022-01-12,London-1,3
2022-01-12,London-2,3
2022-01-13,London-1,2
2022-01-13,London-2,6
2022-01-14,London-1,3
2022-01-14,London-2,1
2022-01-15,London-2,1
2022-01-16,London-2,2
2022-01-17,London-1,4
2022-01-17,London-2,6
2022-01-18,London-1,2
2022-01-18,London-2,5
2022-01-19,London-1,1
2022-01-19,London-2,3
2022-01-20,London-1,4
2022-01-20,London-2,2
2022-01-21,London-1,3
2022-01-21,London-2,2
2022-01-22,London-1,1
2022-01-23,London-2,1
2022-01-24,London-2,4
2022-01-25,London-1,5
2022-01-25,London-2,4
2022-01-26,London-1,3
2022-01-26,London-2,2
2022-01-27,London-1,4
2022-01-27,London-2,7
2022-01-28,London-1,4
2022-01-28,London-2,6
2022-01-29,London-2,3
2022-01-30,London-2,13
2022-01-31,London-1,2
2022-01-31,London-2,4
2022-02-01,London-1,2
2022-02-01,London-2,3
2022-02-02,London-1,1
2022-02-02,London-2,3
2022-02-03,London-1,2
2022-02-03,London-2,2
2022-02-04,London-1,1
2022-02-04,London-2,4
2022-02-05,London-2,3
2022-02-06,London-1,1
2022-02-06,London-2,2
2022-02-07,London-1,3
2022-02-07,London-2,5
2022-02-08,London-1,8
2022-02-08,London-2,9
2022-02-09,London-1,7
2022-02-09,London-2,4
2022-02-10,London-1,12
2022-02-10,London-2,7
2022-02-11,London-1,5
2022-02-11,London-2,7
2022-02-12,London-1,2
2022-02-12,London-2,3
2022-02-13,London-1,3
2022-02-13,London-2,1
2022-02-14,London-1,1
2022-02-14,London-2,3
2022-02-15,London-1,3
2022-02-15,London-2,3
2022-02-16,London-1,4
2022-02-16,London-2,5
2022-02-17,London-1,3
2022-02-17,London-2,1
2022-02-18,London-1,6
2022-02-18,London-2,13
2022-02-19,London-1,2
2022-02-19,London-2,1
2022-02-20,London-2,1
2022-02-21,London-1,7
2022-02-21,London-2,3
2022-02-22,London-1,7
2022-02-22,London-2,4
2022-02-23,London-1,5
2022-02-23,London-2,3
2022-02-24,London-1,2
2022-02-24,London-2,4
2022-02-25,London-1,2
2022-02-25,London-2,3
2022-02-26,London-2,2
2022-02-27,London-1,1
2022-02-27,London-2,5
2022-02-28,London-1,2
2022-02-28,London-2,1
2022-03-01,London-1,1
2022-03-01,London-2,5
2022-03-02,London-1,2
2022-03-02,London-2,3
2022-03-03,London-1,3
2022-03-03,London-2,1
2022-03-04,London-2,6
2022-03-05,London-2,1
2022-03-06,London-1,1
2022-03-06,London-2,1
2022-03-07,London-2,3
2022-03-08,London-1,1
2022-03-08,London-2,13
2022-03-09,London-1,2
2022-03-09,London-2,4
2022-03-10,London-1,1
2022-03-10,London-2,5
2022-03-11,London-1,1
2022-03-11,London-2,4
2022-03-12,London-1,1
2022-03-12,London-2,3
2022-03-13,London-2,3
2022-03-14,London-1,2
2022-03-14,London-2,6
2022-03-15,London-1,4
2022-03-15,London-2,7
2022-03-16,London-1,2
2022-03-16,London-2,6
2022-03-17,London-1,2
2022-03-17,London-2,1
2022-03-18,London-2,5
2022-03-19,London-2,5
2022-03-20,London-2,4
2022-03-21,London-1,3
2022-03-21,London-2,4
2022-03-22,London-1,4
2022-03-22,London-2,11
2022-03-23,London-1,3
2022-03-23,London-2,7
2022-03-24,London-1,2
2022-03-24,London-2,2
2022-03-25,London-1,7
2022-03-25,London-2,5
2022-03-26,London-1,1
2022-03-26,London-2,2
2022-03-27,London-1,1
2022-03-27,London-2,1
2022-03-28,London-1,3
2022-03-28,London-2,2
2022-03-29,London-1,3
2022-03-29,London-2,1
2022-03-30,London-1,2
2022-03-31,London-1,2
2022-03-31,London-2,2
2022-04-01,London-1,4
2022-04-01,London-2,3
2022-04-02,London-1,1
2022-04-02,London-2,2
2022-04-03,London-1,2
2022-04-04,London-2,3
2022-04-05,London-1,1
2022-04-05,London-2,1
2022-04-06,London-1,2
2022-04-06,London-2,5
2022-04-07,London-1,1
2022-04-07,London-2,3
2022-04-08,London-1,3
2022-04-08,London-2,8
2022-04-11,London-1,7
2022-04-11,London-2,3
2022-04-12,London-1,3
2022-04-12,London-2,1
2022-04-13,London-1,2
2022-04-13,London-2,3
2022-04-14,London-1,3
2022-04-14,London-2,6
2022-04-15,London-1,2
2022-04-15,London-2,2
2022-04-17,London-1,1
2022-04-17,London-2,1
2022-04-18,London-1,1
2022-04-18,London-2,2
2022-04-19,London-2,1
2022-04-20,London-1,1
2022-04-20,London-2,4
2022-04-21,London-1,2
2022-04-21,London-2,3
2022-04-22,London-2,5
2022-04-23,London-2,2
2022-04-25,London-2,5
2022-04-26,London-2,3
2022-04-27,London-1,1
2022-04-27,London-2,6
2022-04-28,London-1,2
2022-04-28,London-2,4
2022-04-29,London-2,3
2022-04-30,London-2,2
2022-05-01,London-2,1
2022-05-02,London-1,2
2022-05-03,London-1,1
2022-05-03,London-2,2
2022-05-04,London-1,1
2022-05-04,London-2,2
2022-05-05,London-2,2
2022-05-06,London-1,1
2022-05-06,London-2,2
2022-05-07,London-2,2
2022-05-08,London-1,1
2022-05-09,London-1,1
2022-05-09,London-2,4
2022-05-10,London-1,2
2022-05-10,London-2,2
2022-05-11,London-1,2
2022-05-11,London-2,4
2022-05-12,London-1,4
2022-05-12,London-2,5
2022-05-13,London-1,2
2022-05-13,London-2,6
2022-05-14,London-2,3
2022-05-16,London-1,7
2022-05-16,London-2,5
2022-05-17,London-1,7
2022-05-17,London-2,2
2022-05-18,London-1,6
2022-05-18,London-2,6
2022-05-19,London-1,4
2022-05-19,London-2,2
2022-05-20,London-1,3
2022-05-20,London-2,3
2022-05-21,London-2,2
2022-05-22,London-2,1
2022-05-23,London-1,2
2022-05-23,London-2,4
2022-05-24,London-1,3
2022-05-24,London-2,2
2022-05-25,London-1,5
2022-05-25,London-2,4
2022-05-26,London-1,1
2022-05-26,London-2,4
2022-05-27,London-1,9
2022-05-27,London-2,10
2022-05-28,London-2,1
2022-05-29,London-2,1
2022-05-30,London-1,2
2022-05-30,London-2,3
2022-05-31,London-1,3
2022-05-31,London-2,5
2022-06-01,London-1,9
2022-06-01,London-2,4
2022-06-02,London-1,10
2022-06-02,London-2,5
2022-06-03,London-1,7
2022-06-03,London-2,5
2022-06-04,London-1,4
2022-06-04,London-2,4
2022-06-05,London-2,18
2022-06-06,London-2,3
2022-06-07,London-1,5
2022-06-07,London-2,2
2022-06-08,London-1,3
2022-06-08,London-2,6
2022-06-09,London-1,5
2022-06-09,London-2,3
2022-06-10,London-1,4
2022-06-10,London-2,7
2022-06-11,London-2,3
2022-06-12,London-2,1
2022-06-13,London-1,1
2022-06-13,London-2,3
2022-06-14,London-1,4
2022-06-14,London-2,4
2022-06-15,London-1,5
2022-06-15,London-2,3
2022-06-16,London-1,5
2022-06-16,London-2,1
2022-06-17,London-1,2
2022-06-17,London-2,3
2022-06-19,London-2,1
2022-06-20,London-1,2
2022-06-20,London-2,2
2022-06-21,London-1,3
2022-06-21,London-2,3
2022-06-22,London-1,1
2022-06-23,London-1,2
2022-06-23,London-2,4
2022-06-24,London-1,6
2022-06-24,London-2,4
2022-06-25,London-2,2
2022-06-26,London-1,2
2022-06-26,London-2,2
2022-06-27,London-1,3
2022-06-27,London-2,2
2022-06-28,London-1,1
2022-06-28,London-2,3
2022-06-29,London-1,4
2022-06-29,London-2,1
2022-06-30,London-1,10
2022-06-30,London-2,3
2022-07-01,London-1,5
2022-07-01,London-2,4
2022-07-04,London-1,4
2022-07-04,London-2,2
2022-07-05,London-1,5
2022-07-06,London-1,2
2022-07-06,London-2,3
2022-07-07,London-1,3
2022-07-07,London-2,11
2022-07-08,London-1,2
2022-07-08,London-2,4
2022-07-09,London-1,1
2022-07-09,London-2,2
2022-07-10,London-2,5
2022-07-11,London-1,5
2022-07-11,London-2,2
2022-07-12,London-1,4
2022-07-12,London-2,2
2022-07-13,London-1,3
2022-07-13,London-2,2
2022-07-14,London-1,5
2022-07-14,London-2,3
2022-07-15,London-1,6
2022-07-15,London-2,10
2022-07-16,London-2,6
2022-07-17,London-2,3
2022-07-18,London-1,1
2022-07-18,London-2,13
2022-07-19,London-1,5
2022-07-19,London-2,8
2022-07-20,London-1,6
2022-07-20,London-2,1
2022-07-21,London-1,7
2022-07-21,London-2,2
2022-07-22,London-1,2
2022-07-22,London-2,2
2022-07-23,London-1,1
2022-07-24,London-2,5
2022-07-25,London-1,1
2022-07-25,London-2,3
2022-07-26,London-1,4
2022-07-26,London-2,3
2022-07-27,London-1,6
2022-07-27,London-2,2
2022-07-28,London-1,1
2022-07-28,London-2,2
2022-07-29,London-1,5
2022-07-29,London-2,2
2022-07-30,London-2,1
2022-07-31,London-2,4
2022-08-01,London-1,2
2022-08-01,London-2,1
2022-08-02,London-1,1
2022-08-02,London-2,4
2022-08-03,London-1,2
2022-08-03,London-2,4
2022-08-04,London-2,7
2022-08-05,London-1,3
2022-08-05,London-2,5
2022-08-06,London-2,1
2022-08-07,London-2,2
2022-08-08,London-1,4
2022-08-08,London-2,2
2022-08-09,London-1,4
2022-08-09,London-2,4
2022-08-10,London-1,3
2022-08-10,London-2,8
2022-08-11,London-1,2
2022-08-11,London-2,6
2022-08-12,London-1,1
2022-08-12,London-2,1
2022-08-13,London-1,1
2022-08-14,London-1,2
2022-08-14,London-2,3
2022-08-15,London-1,2
2022-08-16,London-1,2
2022-08-16,London-2,1
2022-08-17,London-1,1
2022-08-17,London-2,2
2022-08-18,London-1,1
2022-08-18,London-2,4
2022-08-19,London-2,8
2022-08-20,London-2,2
2022-08-21,London-1,1
2022-08-22,London-1,1
2022-08-22,London-2,3
2022-08-23,London-1,1
2022-08-23,London-2,2
2022-08-24,London-1,6
2022-08-24,London-2,6
2022-08-25,London-1,5
2022-08-25,London-2,4
2022-08-26,London-1,4
2022-08-26,London-2,5
2022-08-27,London-2,2
2022-08-30,London-2,1
2022-08-31,London-1,1
2022-09-01,London-1,1
2022-09-01,London-2,3
2022-09-02,London-1,3
2022-09-02,London-2,2
2022-09-04,London-2,1
2022-09-05,London-1,1
2022-09-05,London-2,3
2022-09-06,London-1,1
2022-09-06,London-2,2
2022-09-07,London-2,3
2022-09-08,London-1,2
2022-09-08,London-2,4
2022-09-09,London-1,9
2022-09-09,London-2,1
2022-09-10,London-1,5
2022-09-10,London-2,1
2022-09-11,London-1,4
2022-09-12,London-1,3
2022-09-12,London-2,2
2022-09-13,London-1,7
2022-09-13,London-2,8
2022-09-14,London-1,17
2022-09-14,London-2,3
2022-09-15,London-1,5
2022-09-15,London-2,2
2022-09-16,London-1,7
2022-09-16,London-2,9
2022-09-17,London-1,11
2022-09-17,London-2,6
2022-09-18,London-1,7
2022-09-18,London-2,6
2022-09-19,London-1,4
2022-09-19,London-2,1
2022-09-20,London-2,3
2022-09-21,London-1,1
2022-09-21,London-2,2
2022-09-22,London-1,2
2022-09-22,London-2,2
2022-09-23,London-1,1
2022-09-23,London-2,3
2022-09-24,London-1,1
2022-09-24,London-2,1
2022-09-25,London-2,4
2022-09-26,London-1,2
2022-09-26,London-2,2
2022-09-27,London-1,4
2022-09-27,London-2,3
2022-09-28,London-2,3
2022-09-29,London-2,3
2022-09-30,London-1,1
2022-09-30,London-2,5
2022-10-01,London-2,2
2022-10-02,London-2,1
2022-10-03,London-1,1
2022-10-04,London-1,6
2022-10-04,London-2,4
2022-10-05,London-1,2
2022-10-05,London-2,2
2022-10-06,London-1,8
2022-10-06,London-2,9
2022-10-07,London-1,2
2022-10-07,London-2,8
2022-10-08,London-2,1
2022-10-09,London-2,1
2022-10-10,London-1,2
2022-10-10,London-2,1
2022-10-11,London-1,2
2022-10-11,London-2,2
2022-10-12,London-1,3
2022-10-12,London-2,10
2022-10-13,London-1,3
2022-10-13,London-2,4
2022-10-14,London-1,2
2022-10-14,London-2,4
2022-10-15,London-2,7
2022-10-16,London-2,2
2022-10-17,London-1,2
2022-10-17,London-2,10
2022-10-18,London-1,4
2022-10-18,London-2,5
2022-10-19,London-1,9
2022-10-19,London-2,18
2022-10-20,London-1,1
2022-10-20,London-2,8
2022-10-21,London-1,7
2022-10-21,London-2,4
2022-10-22,London-2,3
2022-10-23,London-2,4
2022-10-24,London-1,2
2022-10-24,London-2,2
2022-10-25,London-1,3
2022-10-25,London-2,2
2022-10-26,London-1,3
2022-10-26,London-2,3
2022-10-27,London-1,5
2022-10-27,London-2,4
2022-10-28,London-1,4
2022-10-28,London-2,3
2022-10-29,London-2,3
2022-10-30,London-1,1
2022-10-30,London-2,6
2022-10-31,London-1,2
2022-10-31,London-2,1
2022-11-01,London-2,4
2022-11-02,London-1,1
2022-11-02,London-2,6
2022-11-03,London-2,1
2022-11-04,London-2,3
2022-11-05,London-1,1
2022-11-05,London-2,3
2022-11-06,London-2,1
2022-11-07,London-1,1
2022-11-08,London-2,2
2022-11-09,London-1,1
2022-11-09,London-2,6
2022-11-10,London-1,1
2022-11-10,London-2,2
2022-11-11,London-1,3
2022-11-11,London-2,7
2022-11-12,London-1,7
2022-11-12,London-2,2
2022-11-13,London-1,5
2022-11-13,London-2,1
2022-11-14,London-1,5
2022-11-14,London-2,6
2022-11-15,London-1,7
2022-11-15,London-2,7
2022-11-16,London-1,6
2022-11-16,London-2,2
2022-11-17,London-1,5
2022-11-17,London-2,3
2022-11-18,London-1,8
2022-11-18,London-2,8
2022-11-19,London-1,4
2022-11-19,London-2,6
2022-11-21,London-1,4
2022-11-21,London-2,2
2022-11-22,London-1,1
2022-11-22,London-2,3
2022-11-23,London-2,7
2022-11-24,London-1,5
2022-11-24,London-2,7
2022-11-25,London-1,4
2022-11-25,London-2,2
2022-11-26,London-2,1
2022-11-27,London-2,3
2022-11-28,London-1,1
2022-11-28,London-2,4
2022-11-29,London-1,5
2022-11-29,London-2,6
2022-11-30,London-1,3
2022-11-30,London-2,8
2022-12-01,London-1,4
2022-12-01,London-2,6
2022-12-02,London-1,3
2022-12-02,London-2,5
2022-12-03,London-1,1
2022-12-03,London-2,2
2022-12-04,London-1,1
2022-12-04,London-2,3
2022-12-05,London-2,4
2022-12-06,London-1,4
2022-12-06,London-2,6
2022-12-07,London-1,1
2022-12-07,London-2,4
2022-12-08,London-1,1
2022-12-08,London-2,3
2022-12-09,London-1,4
2022-12-09,London-2,2
2022-12-10,London-2,3
2022-12-11,London-2,3
2022-12-12,London-2,7
2022-12-13,London-1,1
2022-12-13,London-2,1
2022-12-14,London-2,6
2022-12-15,London-1,1
2022-12-15,London-2,7
2022-12-16,London-1,3
2022-12-16,London-2,8
2022-12-17,London-1,2
2022-12-17,London-2,2
2022-12-18,London-1,1
2022-12-18,London-2,5
2022-12-19,London-1,2
2022-12-19,London-2,3
2022-12-20,London-1,4
2022-12-20,London-2,2
2022-12-21,London-1,1
2022-12-21,London-2,7
2022-12-22,London-1,2
2022-12-22,London-2,4
2022-12-23,London-1,3
2022-12-23,London-2,4
2022-12-24,London-2,2
2022-12-26,London-2,4
2022-12-27,London-2,6
2022-12-28,London-1,1
2022-12-28,London-2,2
2022-12-29,London-1,2
2022-12-29,London-2,6
2022-12-30,London-1,1
2022-12-30,London-2,6
2022-12-31,London-1,2
2022-12-31,London-2,17
2023-01-01,London-2,4
2023-01-02,London-1,3
2023-01-02,London-2,1
2023-01-03,London-2,2
2023-01-04,London-1,1
2023-01-04,London-2,4
2023-01-05,London-1,1
2023-01-05,London-2,5
2023-01-06,London-1,1
2023-01-06,London-2,7
2023-01-07,London-2,2
2023-01-08,London-2,1
2023-01-09,London-2,3
2023-01-10,London-2,10
2023-01-11,London-1,2
2023-01-12,London-1,2
2023-01-12,London-2,4
2023-01-13,London-2,1
2023-01-14,London-2,2
2023-01-15,London-1,2
2023-01-16,London-2,7
2023-01-16,London-3,13
2023-01-17,London-1,1
2023-01-17,London-2,3
2023-01-17,London-3,43
2023-01-18,London-1,2
2023-01-18,London-2,7
2023-01-18,London-3,44
2023-01-19,London-1,1
2023-01-19,London-2,2
2023-01-19,London-3,48
2023-01-20,London-2,2
2023-01-20,London-3,43
2023-01-21,London-2,2
2023-01-21,London-3,33
2023-01-22,London-1,1
2023-01-22,London-3,29
2023-01-23,London-1,4
2023-01-23,London-2,1
2023-01-23,London-3,39
2023-01-24,London-1,1
2023-01-24,London-2,5
2023-01-24,London-3,38
2023-01-25,London-1,1
2023-01-25,London-2,3
2023-01-25,London-3,36
2023-01-26,London-1,1
2023-01-26,London-2,4
2023-01-26,London-3,43
2023-01-27,London-1,3
2023-01-27,London-2,3
2023-01-27,London-3,43
2023-01-28,London-2,1
2023-01-28,London-3,35
2023-01-29,London-2,4
2023-01-29,London-3,48
2023-01-30,London-1,1
2023-01-30,London-2,3
2023-01-30,London-3,31
2023-01-31,London-1,1
2023-01-31,London-3,45
2023-02-01,London-1,3
2023-02-01,London-2,3
2023-02-01,London-3,33
2023-02-02,London-1,2
2023-02-02,London-2,3
2023-02-02,London-3,38
2023-02-03,London-1,2
2023-02-03,London-2,4
2023-02-03,London-3,42
2023-02-04,London-1,1
2023-02-04,London-2,3
2023-02-04,London-3,41
2023-02-05,London-2,1
2023-02-05,London-3,45
2023-02-06,London-1,1
2023-02-06,London-2,5
2023-02-06,London-3,34
2023-02-07,London-1,4
2023-02-07,London-2,4
2023-02-07,London-3,44
2023-02-08,London-1,1
2023-02-08,London-2,3
2023-02-08,London-3,35
2023-02-09,London-1,1
2023-02-09,London-2,4
2023-02-09,London-3,29
2023-02-10,London-1,1
2023-02-10,London-2,2
2023-02-10,London-3,43
2023-02-11,London-2,3
2023-02-11,London-3,31
2023-02-12,London-2,1
2023-02-12,London-3,28
2023-02-13,London-3,28
2023-02-14,London-1,3
2023-02-14,London-2,3
2023-02-14,London-3,33
2023-02-15,London-1,1
2023-02-15,London-2,12
2023-02-15,London-3,40
2023-02-16,London-2,1
2023-02-16,London-3,35
2023-02-17,London-1,3
2023-02-17,London-2,5
2023-02-17,London-3,37
2023-02-18,London-3,40
2023-02-19,London-3,43
2023-02-20,London-1,5
2023-02-20,London-2,15
2023-02-20,London-3,46
2023-02-21,London-1,5
2023-02-21,London-2,12
2023-02-21,London-3,33
2023-02-22,London-1,3
2023-02-22,London-2,15
2023-02-22,London-3,39
2023-02-23,London-1,3
2023-02-23,London-2,6
2023-02-23,London-3,34
2023-02-24,London-1,3
2023-02-24,London-2,19
2023-02-24,London-3,32
2023-02-25,London-2,1
2023-02-25,London-3,36
2023-02-26,London-2,7
2023-02-26,London-3,50
2023-02-27,London-1,4
2023-02-27,London-2,9
2023-02-27,London-3,50
2023-02-28,London-1,6
2023-02-28,London-2,11
2023-02-28,London-3,46
2023-03-01,London-2,7
2023-03-01,London-3,39
2023-03-02,London-1,3
2023-03-02,London-2,5
2023-03-02,London-3,33
2023-03-03,London-1,3
2023-03-03,London-2,6
2023-03-03,London-3,38
2023-03-04,London-2,4
2023-03-04,London-3,50
2023-03-05,London-2,3
2023-03-05,London-3,41
2023-03-06,London-1,1
2023-03-06,London-2,5
2023-03-06,London-3,49
2023-03-07,London-1,2
2023-03-07,London-2,14
2023-03-07,London-3,55
2023-03-08,London-1,9
2023-03-08,London-2,18
2023-03-08,London-3,37
2023-03-09,London-1,2
2023-03-09,London-2,10
2023-03-09,London-3,41
2023-03-10,London-1,1
2023-03-10,London-2,16
2023-03-10,London-3,34
2023-03-11,London-1,1
2023-03-11,London-2,3
2023-03-11,London-3,40
2023-03-12,London-3,47
2023-03-13,London-1,2
2023-03-13,London-2,11
2023-03-13,London-3,39
2023-03-14,London-1,3
2023-03-14,London-2,8
2023-03-14,London-3,36
2023-03-15,London-1,5
2023-03-15,London-2,7
2023-03-15,London-3,46
2023-03-16,London-1,3
2023-03-16,London-2,11
2023-03-16,London-3,37
2023-03-17,London-1,4
2023-03-17,London-2,7
2023-03-17,London-3,39
2023-03-18,London-2,2
2023-03-18,London-3,30
2023-03-19,London-1,1
2023-03-19,London-2,1
2023-03-19,London-3,39
2023-03-20,London-1,2
2023-03-20,London-2,4
2023-03-20,London-3,31
2023-03-21,London-2,14
2023-03-21,London-3,30
2023-03-22,London-1,2
2023-03-22,London-2,12
2023-03-22,London-3,31
2023-03-23,London-1,7
2023-03-23,London-2,6
2023-03-23,London-3,39
2023-03-24,London-1,2
2023-03-24,London-2,9
2023-03-24,London-3,41
2023-03-25,London-2,1
2023-03-25,London-3,56
2023-03-26,London-1,1
2023-03-26,London-2,4
2023-03-26,London-3,38
2023-03-27,London-1,5
2023-03-27,London-2,2
2023-03-27,London-3,39
2023-03-28,London-1,3
2023-03-28,London-2,6
2023-03-28,London-3,37
2023-03-29,London-1,4
2023-03-29,London-2,5
2023-03-29,London-3,38
2023-03-30,London-1,4
2023-03-30,London-2,9
2023-03-30,London-3,34
2023-03-31,London-1,4
2023-03-31,London-2,1
2023-03-31,London-3,38
2023-04-01,London-2,1
2023-04-01,London-3,37
2023-04-02,London-1,1
2023-04-02,London-3,36
2023-04-03,London-2,2
2023-04-03,London-3,48
2023-04-04,London-2,4
2023-04-04,London-3,50
2023-04-05,London-1,1
2023-04-05,London-2,8
2023-04-05,London-3,46
2023-04-06,London-1,3
2023-04-06,London-2,9
2023-04-06,London-3,40
2023-04-07,London-2,4
2023-04-07,London-3,36
2023-04-08,London-1,2
2023-04-08,London-2,4
2023-04-08,London-3,42
2023-04-09,London-2,2
2023-04-09,London-3,37
2023-04-10,London-1,3
2023-04-10,London-2,3
2023-04-10,London-3,41
2023-04-11,London-1,3
2023-04-11,London-2,2
2023-04-11,London-3,38
2023-04-12,London-1,6
2023-04-12,London-2,2
2023-04-12,London-3,32
2023-04-13,London-1,4
2023-04-13,London-2,6
2023-04-13,London-3,35
2023-04-14,London-1,3
2023-04-14,London-2,6
2023-04-14,London-3,30
2023-04-15,London-1,2
2023-04-15,London-2,2
2023-04-15,London-3,42
2023-04-16,London-1,1
2023-04-16,London-3,39
2023-04-17,London-1,4
2023-04-17,London-2,6
2023-04-17,London-3,35
2023-04-18,London-1,2
2023-04-18,London-2,5
2023-04-18,London-3,38
2023-04-19,London-1,3
2023-04-19,London-2,5
2023-04-19,London-3,34
2023-04-20,London-1,7
2023-04-20,London-2,7
2023-04-20,London-3,40
2023-04-21,London-1,5
2023-04-21,London-2,13
2023-04-21,London-3,47
2023-04-22,London-1,1
2023-04-22,London-2,7
2023-04-22,London-3,62
2023-04-23,London-1,3
2023-04-23,London-2,1
2023-04-23,London-3,47
2023-04-24,London-1,6
2023-04-24,London-2,5
2023-04-24,London-3,30
2023-04-25,London-1,3
2023-04-25,London-2,3
2023-04-25,London-3,40
2023-04-26,London-1,2
2023-04-26,London-2,5
2023-04-26,London-3,39
2023-04-27,London-1,7
2023-04-27,London-2,11
2023-04-27,London-3,31
2023-04-28,London-1,5
2023-04-28,London-2,8
2023-04-28,London-3,41
2023-04-29,London-1,1
2023-04-29,London-2,2
2023-04-29,London-3,37
2023-04-30,London-1,1
2023-04-30,London-2,2
2023-04-30,London-3,38
2023-05-01,London-1,1
2023-05-01,London-3,40
2023-05-02,London-1,8
2023-05-02,London-2,9
2023-05-02,London-3,36
2023-05-03,London-1,4
2023-05-03,London-2,14
2023-05-03,London-3,30
2023-05-04,London-1,4
2023-05-04,London-2,8
2023-05-04,London-3,38
2023-05-05,London-1,4
2023-05-05,London-2,14
2023-05-05,London-3,34
2023-05-06,London-1,5
2023-05-06,London-2,26
2023-05-06,London-3,28
2023-05-07,London-1,1
2023-05-07,London-2,27
2023-05-07,London-3,37
2023-05-08,London-1,1
2023-05-08,London-2,30
2023-05-08,London-3,34
2023-05-09,London-1,1
2023-05-09,London-2,3
2023-05-09,London-3,37
2023-05-10,London-1,6
2023-05-10,London-2,2
2023-05-10,London-3,33
2023-05-11,London-1,6
2023-05-11,London-2,1
2023-05-11,London-3,39
